date,datetime,cash_type,card,money,coffee_name
4/25/24,09:43.5,card,ANON-0000-0000-0012,27.92,Americano
4/25/24,10:49.2,card,ANON-0000-0000-0012,27.92,Americano
4/26/24,12:50.6,card,ANON-0000-0000-0001,37.72,Latte
4/26/24,01:30.6,card,ANON-0000-0000-0136,37.72,Latte
4/26/24,31:28.3,card,ANON-0000-0000-0137,37.72,Cappuccino
4/26/24,32:35.4,card,ANON-0000-0000-0012,27.92,Americano
4/26/24,33:33.1,card,ANON-0000-0000-0012,27.92,Americano
4/26/24,23:26.5,card,ANON-0000-0000-0138,27.92,Cortado
4/26/24,24:33.8,card,ANON-0000-0000-0139,27.92,Americano
4/26/24,32:07.1,card,ANON-0000-0000-0009,37.72,Hot Chocolate
4/26/24,33:30.2,card,ANON-0000-0000-0009,37.72,Cocoa
4/27/24,27:00.7,card,ANON-0000-0000-0009,37.72,Cappuccino
4/28/24,32:52.5,card,ANON-0000-0000-0001,37.72,Latte
4/28/24,30:09.7,card,ANON-0000-0000-0140,37.72,Cappuccino
4/28/24,27:08.2,card,ANON-0000-0000-0012,27.92,Americano
4/28/24,28:11.4,card,ANON-0000-0000-0012,27.92,Americano
4/28/24,29:02.4,card,ANON-0000-0000-0019,37.72,Latte
4/29/24,26:31.9,card,ANON-0000-0000-0141,27.92,Cortado
4/29/24,27:56.9,card,ANON-0000-0000-0003,27.92,Americano
4/29/24,28:53.9,card,ANON-0000-0000-0003,27.92,Cortado
4/29/24,53:35.7,card,ANON-0000-0000-0141,27.92,Cortado
4/29/24,54:24.4,card,ANON-0000-0000-0141,32.82,Americano with Milk
4/29/24,37:48.4,card,ANON-0000-0000-0140,37.72,Cappuccino
4/29/24,12:33.2,card,ANON-0000-0000-0134,37.72,Cappuccino
4/29/24,13:37.9,card,ANON-0000-0000-0134,37.72,Cappuccino
4/30/24,16:41.5,card,ANON-0000-0000-0142,37.72,Latte
4/30/24,34:52.2,card,ANON-0000-0000-0142,32.82,Americano with Milk
4/30/24,35:47.6,card,ANON-0000-0000-0142,32.82,Americano with Milk
4/30/24,41:52.3,card,ANON-0000-0000-0142,27.92,Americano
4/30/24,43:00.0,card,ANON-0000-0000-0142,32.82,Americano with Milk
4/30/24,19:18.1,card,ANON-0000-0000-0142,37.72,Cappuccino
4/30/24,30:04.0,card,ANON-0000-0000-0142,32.82,Americano with Milk
4/30/24,31:21.0,card,ANON-0000-0000-0142,37.72,Latte
5/2/24,33:55.7,card,ANON-0000-0000-0143,27.92,Americano
5/2/24,29:57.1,cash,,39,Latte
5/2/24,49:39.9,card,ANON-0000-0000-0133,32.82,Americano with Milk
5/2/24,36:22.1,card,ANON-0000-0000-0144,37.72,Cappuccino
5/2/24,41:11.2,card,ANON-0000-0000-0024,32.82,Americano with Milk
5/2/24,18:33.1,card,ANON-0000-0000-0145,37.72,Latte
5/2/24,19:56.4,card,ANON-0000-0000-0145,37.72,Cappuccino
5/3/24,11:53.4,cash,,39,Latte
5/3/24,30:00.9,card,ANON-0000-0000-0146,37.72,Latte
5/3/24,03:24.9,card,ANON-0000-0000-0147,37.72,Latte
5/6/24,05:17.9,card,ANON-0000-0000-0148,27.92,Americano
5/6/24,06:51.6,card,ANON-0000-0000-0149,37.72,Cappuccino
5/6/24,08:05.9,card,ANON-0000-0000-0149,32.82,Americano with Milk
5/6/24,09:08.0,card,ANON-0000-0000-0150,27.92,Americano
5/6/24,39:12.6,card,ANON-0000-0000-0141,27.92,Cortado
5/6/24,34:20.6,cash,,29,Americano
5/6/24,18:11.0,card,ANON-0000-0000-0148,27.92,Cortado
5/6/24,19:00.8,card,ANON-0000-0000-0148,27.92,Americano
5/6/24,18:13.0,card,ANON-0000-0000-0151,37.72,Cappuccino
5/6/24,19:49.5,card,ANON-0000-0000-0151,37.72,Cappuccino
5/7/24,44:55.6,card,ANON-0000-0000-0148,37.72,Cocoa
5/7/24,21:58.5,card,ANON-0000-0000-0141,27.92,Cortado
5/7/24,23:34.9,card,ANON-0000-0000-0077,27.92,Cortado
5/7/24,42:07.9,card,ANON-0000-0000-0148,37.72,Cocoa
5/7/24,55:38.8,card,ANON-0000-0000-0152,27.92,Americano
5/7/24,37:46.4,card,ANON-0000-0000-0153,37.72,Cappuccino
5/7/24,38:48.2,card,ANON-0000-0000-0153,37.72,Latte
5/7/24,35:37.2,cash,,34,Americano with Milk
5/7/24,12:12.5,card,ANON-0000-0000-0154,37.72,Cappuccino
5/7/24,13:12.2,card,ANON-0000-0000-0154,37.72,Cappuccino
5/8/24,07:28.9,card,ANON-0000-0000-0001,37.72,Latte
5/9/24,54:21.8,card,ANON-0000-0000-0155,37.72,Cappuccino
5/9/24,03:58.6,card,ANON-0000-0000-0156,27.92,Americano
5/9/24,04:57.6,card,ANON-0000-0000-0156,37.72,Latte
5/9/24,06:11.3,card,ANON-0000-0000-0156,37.72,Latte
5/9/24,07:16.4,card,ANON-0000-0000-0156,37.72,Latte
5/9/24,55:14.6,card,ANON-0000-0000-0118,27.92,Americano
5/9/24,56:15.0,card,ANON-0000-0000-0118,27.92,Americano
5/9/24,01:29.9,card,ANON-0000-0000-0157,27.92,Americano
5/9/24,13:56.2,card,ANON-0000-0000-0143,32.82,Americano with Milk
5/10/24,09:22.0,cash,,39,Latte
5/10/24,46:21.5,card,ANON-0000-0000-0158,37.72,Latte
5/10/24,47:32.5,card,ANON-0000-0000-0158,37.72,Latte
5/10/24,20:15.1,cash,,34,Americano with Milk
5/11/24,39:52.9,card,ANON-0000-0000-0069,37.72,Latte
5/11/24,02:43.6,cash,,39,Latte
5/11/24,20:30.4,card,ANON-0000-0000-0009,32.82,Americano with Milk
5/11/24,21:56.1,card,ANON-0000-0000-0026,37.72,Cocoa
5/11/24,23:57.3,card,ANON-0000-0000-0040,37.72,Cappuccino
5/11/24,28:54.1,card,ANON-0000-0000-0012,32.82,Americano with Milk
5/11/24,35:40.3,card,ANON-0000-0000-0115,37.72,Cappuccino
5/11/24,38:16.1,card,ANON-0000-0000-0159,37.72,Latte
5/12/24,20:42.5,card,ANON-0000-0000-0001,37.72,Latte
5/12/24,24:03.5,card,ANON-0000-0000-0160,37.72,Latte
5/12/24,27:39.0,card,ANON-0000-0000-0161,27.92,Americano
5/12/24,16:19.8,card,ANON-0000-0000-0077,37.72,Latte
5/12/24,38:02.4,card,ANON-0000-0000-0162,32.82,Americano with Milk
5/12/24,52:14.9,card,ANON-0000-0000-0163,32.82,Americano with Milk
5/12/24,04:21.1,card,ANON-0000-0000-0012,32.82,Americano with Milk
5/12/24,41:30.6,card,ANON-0000-0000-0009,32.82,Americano with Milk
5/13/24,03:53.3,card,ANON-0000-0000-0164,32.82,Americano with Milk
5/13/24,31:10.8,cash,,29,Americano
5/13/24,31:50.9,cash,,29,Americano
5/14/24,38:14.6,card,ANON-0000-0000-0012,27.92,Americano
5/14/24,39:25.5,card,ANON-0000-0000-0012,27.92,Americano
5/14/24,40:17.5,card,ANON-0000-0000-0012,27.92,Americano
5/14/24,19:23.2,card,ANON-0000-0000-0012,37.72,Cappuccino
5/14/24,32:29.4,card,ANON-0000-0000-0165,37.72,Latte
5/14/24,34:12.9,card,ANON-0000-0000-0165,37.72,Cappuccino
5/14/24,04:54.6,card,ANON-0000-0000-0025,37.72,Cappuccino
5/14/24,06:00.4,card,ANON-0000-0000-0009,32.82,Americano with Milk
5/14/24,01:54.8,card,ANON-0000-0000-0040,27.92,Americano
5/14/24,57:57.2,card,ANON-0000-0000-0166,32.82,Americano with Milk
5/14/24,59:10.2,card,ANON-0000-0000-0166,37.72,Cappuccino
5/14/24,51:25.2,card,ANON-0000-0000-0167,37.72,Hot Chocolate
5/15/24,40:05.7,card,ANON-0000-0000-0168,37.72,Latte
5/15/24,14:19.4,card,ANON-0000-0000-0012,23.02,Espresso
5/15/24,19:10.0,card,ANON-0000-0000-0012,27.92,Americano
5/15/24,34:35.1,card,ANON-0000-0000-0003,27.92,Americano
5/15/24,35:29.2,card,ANON-0000-0000-0003,27.92,Americano
5/15/24,36:27.3,card,ANON-0000-0000-0003,27.92,Americano
5/15/24,55:29.0,card,ANON-0000-0000-0164,32.82,Americano with Milk
5/15/24,38:10.8,cash,,29,Americano
5/15/24,38:52.3,card,ANON-0000-0000-0169,27.92,Cortado
5/15/24,39:44.4,card,ANON-0000-0000-0012,27.92,Cortado
5/15/24,28:58.6,card,ANON-0000-0000-0170,23.02,Espresso
5/15/24,20:34.8,card,ANON-0000-0000-0171,37.72,Cappuccino
5/16/24,38:42.5,card,ANON-0000-0000-0097,32.82,Americano with Milk
5/16/24,39:49.4,card,ANON-0000-0000-0172,32.82,Americano with Milk
5/16/24,42:50.3,cash,,39,Latte
5/16/24,44:20.8,cash,,39,Cappuccino
5/16/24,14:00.1,card,ANON-0000-0000-0173,32.82,Americano with Milk
5/16/24,15:16.3,card,ANON-0000-0000-0174,37.72,Hot Chocolate
5/16/24,44:31.5,card,ANON-0000-0000-0069,37.72,Latte
5/16/24,12:56.9,card,ANON-0000-0000-0175,37.72,Hot Chocolate
5/16/24,13:58.2,card,ANON-0000-0000-0175,37.72,Latte
5/17/24,00:48.5,card,ANON-0000-0000-0033,27.92,Americano
5/17/24,30:27.6,card,ANON-0000-0000-0164,32.82,Americano with Milk
5/17/24,58:03.1,cash,,34,Americano with Milk
5/17/24,55:18.5,card,ANON-0000-0000-0012,32.82,Americano with Milk
5/17/24,56:46.8,card,ANON-0000-0000-0009,37.72,Cappuccino
5/17/24,37:52.9,card,ANON-0000-0000-0176,37.72,Cappuccino
5/17/24,34:50.8,card,ANON-0000-0000-0177,27.92,Americano
5/17/24,36:33.4,card,ANON-0000-0000-0178,37.72,Latte
5/17/24,37:42.8,card,ANON-0000-0000-0179,37.72,Latte
5/18/24,01:37.9,card,ANON-0000-0000-0180,37.72,Cappuccino
5/18/24,02:40.0,card,ANON-0000-0000-0180,37.72,Cappuccino
5/18/24,15:56.1,card,ANON-0000-0000-0181,32.82,Americano with Milk
5/18/24,48:29.4,card,ANON-0000-0000-0172,32.82,Americano with Milk
5/18/24,49:27.1,card,ANON-0000-0000-0097,32.82,Americano with Milk
5/18/24,58:44.2,card,ANON-0000-0000-0040,32.82,Americano with Milk
5/18/24,22:53.1,card,ANON-0000-0000-0009,37.72,Latte
5/18/24,05:27.5,cash,,39,Cappuccino
5/19/24,58:38.3,card,ANON-0000-0000-0182,27.92,Americano
5/19/24,59:33.5,card,ANON-0000-0000-0182,27.92,Americano
5/19/24,00:35.1,card,ANON-0000-0000-0183,37.72,Cappuccino
5/19/24,28:49.7,cash,,24,Espresso
5/19/24,14:26.7,card,ANON-0000-0000-0184,32.82,Americano with Milk
5/19/24,43:40.0,card,ANON-0000-0000-0012,27.92,Americano
5/19/24,58:58.2,card,ANON-0000-0000-0185,32.82,Americano with Milk
5/19/24,12:36.3,card,ANON-0000-0000-0186,32.82,Americano with Milk
5/19/24,13:47.8,card,ANON-0000-0000-0186,23.02,Espresso
5/19/24,16:30.0,card,ANON-0000-0000-0186,37.72,Hot Chocolate
5/19/24,51:07.0,card,ANON-0000-0000-0187,37.72,Cappuccino
5/19/24,15:41.8,card,ANON-0000-0000-0188,37.72,Cappuccino
5/19/24,18:36.1,card,ANON-0000-0000-0189,37.72,Cappuccino
5/20/24,05:59.2,card,ANON-0000-0000-0190,32.82,Americano with Milk
5/20/24,17:51.9,card,ANON-0000-0000-0191,37.72,Latte
5/20/24,58:48.4,card,ANON-0000-0000-0001,37.72,Latte
5/20/24,15:16.4,card,ANON-0000-0000-0143,27.92,Americano
5/20/24,16:19.6,card,ANON-0000-0000-0143,27.92,Americano
5/20/24,27:13.4,card,ANON-0000-0000-0003,27.92,Americano
5/20/24,28:10.4,card,ANON-0000-0000-0003,27.92,Americano
5/20/24,13:19.0,card,ANON-0000-0000-0192,32.82,Americano with Milk
5/20/24,14:31.4,card,ANON-0000-0000-0192,37.72,Cappuccino
5/20/24,32:21.3,cash,,29,Americano
5/20/24,12:51.1,card,ANON-0000-0000-0120,37.72,Latte
5/20/24,13:56.9,card,ANON-0000-0000-0193,37.72,Latte
5/20/24,36:48.3,card,ANON-0000-0000-0194,32.82,Americano with Milk
5/20/24,37:57.3,card,ANON-0000-0000-0194,37.72,Cocoa
5/20/24,46:52.1,card,ANON-0000-0000-0195,27.92,Cortado
5/20/24,36:54.0,card,ANON-0000-0000-0012,32.82,Americano with Milk
5/20/24,37:57.8,card,ANON-0000-0000-0012,32.82,Americano with Milk
5/21/24,27:38.2,card,ANON-0000-0000-0196,37.72,Latte
5/21/24,43:50.7,cash,,29,Americano
5/21/24,44:40.3,cash,,34,Americano with Milk
5/21/24,46:09.4,cash,,39,Cocoa
5/21/24,05:08.0,cash,,39,Latte
5/21/24,10:20.0,card,ANON-0000-0000-0197,37.72,Latte
5/21/24,13:24.0,card,ANON-0000-0000-0012,23.02,Espresso
5/21/24,11:09.2,card,ANON-0000-0000-0198,37.72,Cappuccino
5/21/24,13:48.4,card,ANON-0000-0000-0199,37.72,Cappuccino
5/22/24,34:41.8,card,ANON-0000-0000-0200,37.72,Cappuccino
5/22/24,49:47.0,card,ANON-0000-0000-0191,32.82,Americano with Milk
5/22/24,18:14.3,card,ANON-0000-0000-0141,27.92,Cortado
5/22/24,34:55.0,card,ANON-0000-0000-0097,32.82,Americano with Milk
5/22/24,29:50.8,card,ANON-0000-0000-0012,27.92,Americano
5/22/24,30:43.3,card,ANON-0000-0000-0012,27.92,Americano
5/22/24,00:20.5,card,ANON-0000-0000-0009,32.82,Americano with Milk
5/22/24,24:58.1,card,ANON-0000-0000-0134,37.72,Cappuccino
5/22/24,25:58.6,card,ANON-0000-0000-0134,37.72,Cappuccino
5/22/24,23:53.0,card,ANON-0000-0000-0180,37.72,Hot Chocolate
5/22/24,24:49.6,card,ANON-0000-0000-0180,37.72,Cappuccino
5/23/24,10:19.6,card,ANON-0000-0000-0201,37.72,Cappuccino
5/23/24,22:06.6,card,ANON-0000-0000-0202,23.02,Espresso
5/23/24,55:16.6,card,ANON-0000-0000-0180,37.72,Cappuccino
5/23/24,56:27.2,card,ANON-0000-0000-0203,37.72,Cappuccino
5/23/24,18:14.1,card,ANON-0000-0000-0180,37.72,Cappuccino
5/23/24,41:00.0,card,ANON-0000-0000-0077,37.72,Latte
5/23/24,14:33.2,card,ANON-0000-0000-0153,37.72,Cappuccino
5/23/24,15:44.9,card,ANON-0000-0000-0153,37.72,Latte
5/23/24,03:53.9,card,ANON-0000-0000-0204,27.92,Cortado
5/23/24,17:28.4,card,ANON-0000-0000-0134,37.72,Cappuccino
5/23/24,18:26.4,card,ANON-0000-0000-0205,37.72,Cappuccino
5/23/24,42:31.5,card,ANON-0000-0000-0206,37.72,Cappuccino
5/23/24,15:01.4,card,ANON-0000-0000-0207,37.72,Cappuccino
5/23/24,16:24.2,card,ANON-0000-0000-0207,37.72,Latte
5/23/24,48:10.8,card,ANON-0000-0000-0208,32.82,Americano with Milk
5/23/24,55:36.9,cash,,39,Hot Chocolate
5/24/24,11:59.2,card,ANON-0000-0000-0141,27.92,Cortado
5/24/24,15:08.3,card,ANON-0000-0000-0012,27.92,Americano
5/24/24,16:13.0,card,ANON-0000-0000-0012,27.92,Americano
5/24/24,07:19.8,card,ANON-0000-0000-0081,37.72,Hot Chocolate
5/24/24,17:40.3,card,ANON-0000-0000-0209,27.92,Cortado
5/24/24,18:36.7,card,ANON-0000-0000-0209,27.92,Cortado
5/24/24,30:40.2,card,ANON-0000-0000-0210,32.82,Americano with Milk
5/25/24,40:58.8,cash,,29,Americano
5/25/24,13:53.4,card,ANON-0000-0000-0211,37.72,Latte
5/25/24,40:23.6,cash,,29,Americano
5/25/24,42:10.3,card,ANON-0000-0000-0212,32.82,Americano with Milk
5/25/24,43:13.3,card,ANON-0000-0000-0212,32.82,Americano with Milk
5/25/24,58:12.0,card,ANON-0000-0000-0213,32.82,Americano with Milk
5/25/24,47:09.6,card,ANON-0000-0000-0040,32.82,Americano with Milk
5/25/24,48:16.8,card,ANON-0000-0000-0040,27.92,Americano
5/26/24,20:02.2,card,ANON-0000-0000-0001,37.72,Latte
5/26/24,24:49.8,card,ANON-0000-0000-0214,32.82,Americano with Milk
5/26/24,26:05.2,card,ANON-0000-0000-0215,27.92,Cortado
5/26/24,40:58.9,card,ANON-0000-0000-0216,32.82,Americano with Milk
5/26/24,19:15.5,card,ANON-0000-0000-0217,37.72,Cappuccino
5/26/24,09:52.8,card,ANON-0000-0000-0218,37.72,Hot Chocolate
5/26/24,11:02.2,card,ANON-0000-0000-0218,37.72,Hot Chocolate
5/26/24,13:14.3,card,ANON-0000-0000-0218,27.92,Americano
5/26/24,39:18.8,card,ANON-0000-0000-0219,37.72,Latte
5/26/24,59:15.0,card,ANON-0000-0000-0220,37.72,Hot Chocolate
5/26/24,00:05.6,card,ANON-0000-0000-0220,37.72,Cappuccino
5/26/24,02:36.9,card,ANON-0000-0000-0221,27.92,Cortado
5/26/24,03:51.8,card,ANON-0000-0000-0222,37.72,Cappuccino
5/26/24,04:58.8,card,ANON-0000-0000-0221,37.72,Latte
5/26/24,06:02.6,card,ANON-0000-0000-0223,37.72,Cappuccino
5/27/24,34:55.3,card,ANON-0000-0000-0012,27.92,Americano
5/27/24,05:21.7,card,ANON-0000-0000-0224,32.82,Americano with Milk
5/27/24,06:43.6,card,ANON-0000-0000-0224,37.72,Cocoa
5/27/24,11:34.1,card,ANON-0000-0000-0225,27.92,Americano
5/27/24,14:05.8,card,ANON-0000-0000-0225,27.92,Americano
5/27/24,50:55.8,card,ANON-0000-0000-0203,37.72,Latte
5/27/24,00:51.0,card,ANON-0000-0000-0226,27.92,Americano
5/27/24,16:27.4,card,ANON-0000-0000-0227,37.72,Latte
5/27/24,17:38.7,card,ANON-0000-0000-0228,37.72,Latte
5/27/24,29:07.1,card,ANON-0000-0000-0192,32.82,Americano with Milk
5/27/24,30:19.8,card,ANON-0000-0000-0206,37.72,Cappuccino
5/28/24,37:09.0,card,ANON-0000-0000-0012,32.82,Americano with Milk
5/28/24,20:10.7,card,ANON-0000-0000-0097,32.82,Americano with Milk
5/28/24,48:18.5,card,ANON-0000-0000-0229,37.72,Cappuccino
5/28/24,14:40.4,card,ANON-0000-0000-0230,37.72,Cappuccino
5/28/24,10:53.7,card,ANON-0000-0000-0194,37.72,Cocoa
5/28/24,25:39.3,card,ANON-0000-0000-0141,27.92,Cortado
5/28/24,21:44.0,cash,,39,Cappuccino
5/28/24,09:29.1,card,ANON-0000-0000-0231,27.92,Americano
5/28/24,10:31.1,card,ANON-0000-0000-0231,37.72,Latte
5/28/24,24:32.2,card,ANON-0000-0000-0009,32.82,Americano with Milk
5/28/24,50:19.4,card,ANON-0000-0000-0012,27.92,Americano
5/29/24,14:43.7,card,ANON-0000-0000-0232,37.72,Latte
5/29/24,48:46.8,cash,,39,Latte
5/29/24,14:02.9,card,ANON-0000-0000-0233,37.72,Hot Chocolate
5/29/24,10:48.5,card,ANON-0000-0000-0234,27.92,Americano
5/29/24,22:56.3,card,ANON-0000-0000-0235,37.72,Latte
5/29/24,45:12.7,card,ANON-0000-0000-0236,37.72,Cappuccino
5/29/24,45:03.9,card,ANON-0000-0000-0237,37.72,Latte
5/29/24,24:03.3,card,ANON-0000-0000-0238,27.92,Cortado
5/29/24,24:59.3,card,ANON-0000-0000-0238,37.72,Latte
5/29/24,30:42.2,card,ANON-0000-0000-0239,37.72,Hot Chocolate
5/29/24,32:35.2,card,ANON-0000-0000-0240,37.72,Cocoa
5/30/24,29:06.3,card,ANON-0000-0000-0241,37.72,Cappuccino
5/30/24,30:21.6,card,ANON-0000-0000-0241,37.72,Latte
5/30/24,37:05.4,card,ANON-0000-0000-0242,32.82,Americano with Milk
5/30/24,47:59.1,card,ANON-0000-0000-0001,37.72,Latte
5/30/24,56:15.5,card,ANON-0000-0000-0097,32.82,Americano with Milk
5/30/24,16:15.7,card,ANON-0000-0000-0243,23.02,Espresso
5/30/24,17:38.7,card,ANON-0000-0000-0012,23.02,Espresso
5/30/24,53:11.2,card,ANON-0000-0000-0206,37.72,Cappuccino
5/30/24,31:05.4,card,ANON-0000-0000-0244,37.72,Latte
5/30/24,46:13.8,card,ANON-0000-0000-0009,37.72,Hot Chocolate
5/30/24,47:21.6,card,ANON-0000-0000-0009,32.82,Americano with Milk
5/31/24,53:57.3,card,ANON-0000-0000-0245,32.82,Americano with Milk
5/31/24,21:07.8,card,ANON-0000-0000-0246,37.72,Latte
5/31/24,23:58.8,cash,,39,Latte
5/31/24,38:07.9,card,ANON-0000-0000-0247,37.72,Hot Chocolate
5/31/24,39:06.1,card,ANON-0000-0000-0248,37.72,Cocoa
5/31/24,50:13.0,card,ANON-0000-0000-0249,32.82,Americano with Milk
5/31/24,23:44.6,card,ANON-0000-0000-0250,37.72,Latte
5/31/24,25:03.3,card,ANON-0000-0000-0250,37.72,Latte
5/31/24,06:39.2,card,ANON-0000-0000-0180,37.72,Cappuccino
5/31/24,33:06.4,card,ANON-0000-0000-0134,32.82,Americano with Milk
5/31/24,34:32.9,card,ANON-0000-0000-0134,37.72,Latte
5/31/24,05:47.1,card,ANON-0000-0000-0206,37.72,Cappuccino
5/31/24,06:52.5,card,ANON-0000-0000-0206,32.82,Americano with Milk
5/31/24,07:55.4,card,ANON-0000-0000-0206,27.92,Cortado
6/1/24,27:01.7,card,ANON-0000-0000-0141,27.92,Cortado
6/1/24,48:24.7,card,ANON-0000-0000-0232,37.72,Latte
6/1/24,38:09.4,card,ANON-0000-0000-0250,37.72,Latte
6/1/24,28:53.7,card,ANON-0000-0000-0097,32.82,Americano with Milk
6/1/24,20:12.8,card,ANON-0000-0000-0251,32.82,Americano with Milk
6/1/24,21:15.4,card,ANON-0000-0000-0251,32.82,Americano with Milk
6/1/24,50:10.5,card,ANON-0000-0000-0154,37.72,Cappuccino
6/1/24,51:13.6,card,ANON-0000-0000-0154,37.72,Cappuccino
6/1/24,54:59.3,cash,,39,Cocoa
6/1/24,59:09.7,card,ANON-0000-0000-0252,37.72,Cocoa
6/1/24,51:05.0,card,ANON-0000-0000-0009,32.82,Americano with Milk
6/2/24,03:25.8,card,ANON-0000-0000-0009,37.72,Latte
6/2/24,24:02.4,card,ANON-0000-0000-0040,32.82,Americano with Milk
6/2/24,25:07.2,card,ANON-0000-0000-0040,37.72,Cappuccino
6/2/24,07:20.5,card,ANON-0000-0000-0097,32.82,Americano with Milk
6/2/24,30:12.4,card,ANON-0000-0000-0253,37.72,Latte
6/2/24,43:10.6,cash,,34,Americano with Milk
6/3/24,12:04.1,card,ANON-0000-0000-0001,37.72,Latte
6/3/24,27:49.8,card,ANON-0000-0000-0191,37.72,Latte
6/3/24,31:42.3,card,ANON-0000-0000-0025,37.72,Cappuccino
6/3/24,33:01.0,card,ANON-0000-0000-0024,32.82,Americano with Milk
6/3/24,34:06.9,card,ANON-0000-0000-0009,37.72,Latte
6/3/24,42:51.7,cash,,34,Americano with Milk
6/3/24,43:37.5,cash,,34,Americano with Milk
6/4/24,23:42.9,card,ANON-0000-0000-0141,27.92,Cortado
6/4/24,27:14.0,card,ANON-0000-0000-0097,32.82,Americano with Milk
6/4/24,02:10.2,card,ANON-0000-0000-0254,37.72,Latte
6/4/24,05:29.2,card,ANON-0000-0000-0254,37.72,Hot Chocolate
6/4/24,30:32.5,card,ANON-0000-0000-0255,37.72,Latte
6/4/24,46:36.7,card,ANON-0000-0000-0192,27.92,Cortado
6/4/24,47:28.8,card,ANON-0000-0000-0192,37.72,Cappuccino
6/4/24,13:01.2,card,ANON-0000-0000-0256,37.72,Hot Chocolate
6/4/24,50:33.9,card,ANON-0000-0000-0257,37.72,Cappuccino
6/4/24,31:58.9,card,ANON-0000-0000-0258,27.92,Cortado
6/4/24,33:02.6,card,ANON-0000-0000-0259,32.82,Americano with Milk
6/4/24,34:55.7,card,ANON-0000-0000-0260,32.82,Americano with Milk
6/4/24,36:06.9,card,ANON-0000-0000-0260,32.82,Americano with Milk
6/4/24,37:15.2,card,ANON-0000-0000-0260,32.82,Americano with Milk
6/5/24,21:49.0,card,ANON-0000-0000-0261,37.72,Cappuccino
6/5/24,23:06.7,card,ANON-0000-0000-0261,37.72,Cappuccino
6/5/24,22:43.1,card,ANON-0000-0000-0262,27.92,Americano
6/5/24,28:50.6,card,ANON-0000-0000-0001,37.72,Latte
6/5/24,40:53.2,card,ANON-0000-0000-0097,32.82,Americano with Milk
6/5/24,43:57.7,card,ANON-0000-0000-0263,32.82,Americano with Milk
6/5/24,59:53.5,card,ANON-0000-0000-0264,37.72,Latte
6/5/24,10:47.6,card,ANON-0000-0000-0220,37.72,Cocoa
6/5/24,12:01.7,card,ANON-0000-0000-0220,27.92,Cortado
6/6/24,52:56.4,card,ANON-0000-0000-0097,32.82,Americano with Milk
6/6/24,54:08.5,card,ANON-0000-0000-0097,32.82,Americano with Milk
6/6/24,36:09.7,card,ANON-0000-0000-0001,37.72,Latte
6/6/24,17:41.5,card,ANON-0000-0000-0265,27.92,Americano
